文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
127628276929_10157210408191930,https://www.facebook.com/cwgroup/posts/10157210408191930,【什麼樣的理論，讓一家公司在競標會上省下360億？】  今年獲得諾貝爾經濟學獎的威爾森，被他的學生笑稱是「諾貝爾獎王朝的族長」，師徒4人接連獲獎。  今年他們翻新了拍賣理論、設計新拍賣形式，已獲得多國政府採納。被譽為當今經濟學界最偉大的理論學家的理論，到底多厲害？  👉免費訂閱《天下電子報》，每日關鍵新聞不漏接 >> https://bit.ly/3gezkXB,Link,,,10/12/20, ,19510,19510,0,21417,21417,0,628,577,611,4,4,18055,16523,0,0,463,0,0,0,0,0,0,0,0,0,0
127628276929_10157208552926930,https://www.facebook.com/cwgroup/posts/10157208552926930,【該以房養老還是賣房養老？】  台灣快速老年化，退休現金流不夠，只有留下自己居住的不動產，這樣的案例很多。許多人都想問，以房養老和房貸差異是什麼？以房養老每月實領遞減，還要考量3大費用👉,Link,,,10/12/20, ,32643,32643,0,34752,34752,0,1275,1193,1358,1,1,32574,30470,0,0,1169,0,0,0,0,0,0,0,0,0,0
127628276929_10157209449316930,https://www.facebook.com/cwgroup/posts/10157209449316930,#企業突圍【全球最大間的星巴克，藏有什麼祕密？】  剛開門沒多久，號碼牌已經抽到4081號，消費者寧可等上3小時，也要喝上一杯咖啡。這間旗艦級的星巴克在哪裡？它究竟有什麼特別的魔力，讓消費者排再久也要朝聖？ 　 - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/12/20, ,16143,16143,0,17507,17507,0,479,425,448,1,1,15997,14445,0,0,426,0,0,0,0,0,0,0,0,0,0
127628276929_10157210095646930,https://www.facebook.com/cwgroup/posts/10157210095646930,#今日熱文【大社石化業者西進中國　半導體、光電關鍵原料能運回台灣嗎？】 　 在中國積極招商下，大社石化業者在福建古雷半島默默布局了3年，今年起將陸續開花結果。 　 但是，在中國生產、對於半導體與光電產業至關重要的石化原料，能運回台灣嗎？兩岸合作模式的規則是什麼？如果大社石化業者被關廠，對台灣產業的衝擊又有多大？ 　 【加入《天下》Telegram ，每日早晨直送國內外重要新聞】 點擊連結👉 http://t.me/cwmagazine,Link,,,10/12/20, ,20962,20962,0,23150,23150,0,384,313,355,2,2,21085,18696,0,0,343,0,0,0,0,0,0,0,0,0,0
127628276929_10157210062376930,https://www.facebook.com/cwgroup/posts/10157210062376930,庫克出名的一點，是他會一連問十次一模一樣的問題；但他也懂得沈默的力量。庫克不說話的威力，一向比賈伯斯罵髒話更強大。  固定出席會議的人發誓，絕對不要讓庫克問第三次「為什麼」。,Link,,,10/12/20, ,67334,67334,0,73961,73961,0,4478,4291,4751,3,3,56390,51442,0,0,2730,0,0,0,0,0,0,0,0,0,0
127628276929_10157210036601930,https://www.facebook.com/cwgroup/posts/10157210036601930,#天下晨間新聞　  蘋果迎接多年來最重要的一場發表會，市場先表態，讓蘋果股價創下7月底以來最佳單日表現。國安基金退場了唷，207天的護盤，賺了2.1億元。,Link,,,10/12/20, ,23453,23453,0,24888,24888,0,675,473,495,2,2,17068,15431,0,0,323,0,0,0,0,0,0,0,0,0,0
127628276929_10157208878111930,https://www.facebook.com/cwgroup/posts/10157208878111930,◤專做吃力不討好的工作 這個幫派致力改善飲食環境◢ Q：吃火鍋除了加高麗菜以外，你還會加什麼呢？ 　 農民的高麗菜變得很賤價時，其實跟你吃火鍋都只加高麗菜有關—Cookmania飲食幫派成員 　　 六個料理人在聚餐閒聊時 無意間發現台灣餐飲市場不僅缺乏食材多樣性 每年更製造高達上億的食物浪費... 　　 因此他們組成了一個跨界合作餐飲社群「Cookmania」， 希望可以改變台灣的餐飲環境！ 　 #一個人做不動的時候_那就一群人來做 　 他們是如何讓原本只有六人的幫派 變成有兩千人搶著「入幫」呢? 讓我們一起來看看Cookmania飲食幫派的故事👇 　 #天下雜誌video Cookmania,Video,,,10/12/20, ,33682,33682,0,38069,38069,0,649,553,649,4,4,34662,31147,0,0,568,194,201,0,0,10360,10478,0,0,6853,223722
127628276929_10157208493191930,https://www.facebook.com/cwgroup/posts/10157208493191930,【死亡，是每個人都必須面對的真相】 　 在19歲的時候，我被確診罹患罕見疾病，最壞的情況會癱瘓。那時醫生告訴我：回去做想做的事情吧！因為無藥可醫。 　 從那一刻起，我開始思考人生的兩個課題。更深刻地體會到，思考死亡、面對死亡，讓人更明白怎麼活，才能死而無憾。 　 因此我不僅希望每個人都可以善終，更希望每個人在意識清醒平安健康時，對你愛的人說一聲：「謝謝你的照顧，謝謝你如此愛著我，我也好愛你。」,Link,,,10/12/20, ,125049,125049,0,134614,134614,0,5865,4408,5092,7,7,127932,117339,0,0,5191,0,0,0,0,0,0,0,0,0,0
127628276929_10157208927746930,https://www.facebook.com/cwgroup/posts/10157208927746930,#夜間輕讀【改變一團混亂的生活，第一步要「調整作息」】  陶晶瑩的時間管理，結婚後才開始。年輕單身的時候，她幾乎沒什麼時間管理的概念，也沒感覺有此需要。除了謹守「上班不遲到」的原則外，其餘時間都是自己的。  絕對自由的狀態，到有家、有小孩後開始改變，再加上要兼顧工作，她突然驚覺：如果不學會管理時間，生活便會陷入兵荒馬亂。於是，她決定改變自己的作息，而最重要的是，「知道自己的優先順序，就不會迷惘。」  -- ▌升級《天下》LINE，立享3日網站免費暢讀，再送$100折價券 https://maac.io/1ffB2,Link,,,10/12/20, ,78743,78743,0,86967,86967,0,2630,2204,2292,8,8,82504,74629,0,0,2444,0,0,0,0,0,0,0,0,0,0
127628276929_10157208840301930,https://www.facebook.com/cwgroup/posts/10157208840301930,【為了自己，再勇敢一點點】 　 「你不是父母的續集，也不是子女的前傳，更不是朋友的番外篇。」遺憾的是，有許多人始終活在他人的期待下，該找什麼工作、該什麼時候結婚…… 　 在這些人身上，我們很少聽見誰能驕傲的說，自己在做真心喜歡的事，太多人都在抱怨，然後拿一堆藉口搪塞自己。但你這一生要努力的，就是活成自己喜歡的樣子而已。,Link,,,10/12/20, ,216971,216971,0,240925,240925,0,17229,9275,10714,5,5,117473,104285,0,0,4848,0,0,0,0,0,0,0,0,0,0
127628276929_10157208490496930,https://www.facebook.com/cwgroup/posts/10157208490496930,有這樣的主管，你真的很幸福～  最受尊敬、最受喜愛的領導者會展現的5種正面行為；如果你有這樣的領導者，或許就不該離職。,Link,,,10/12/20, ,396807,396807,0,446342,446342,0,72430,71304,82128,22,22,64865,57016,0,0,4135,0,0,0,0,0,0,0,0,0,0
127628276929_10157208761091930,https://www.facebook.com/cwgroup/posts/10157208761091930,【最新研究證實　瑜伽有超多意想不到的好處？】 　 做瑜伽好處多多，不只能紓解痠痛、延緩老化，現在專家研究發現，練習瑜伽還能 #預防失智、#增進EQ表現！不僅如此，瑜伽還有這些神奇魔力…… 　 - 📣升級《天下》LINE，即可免費訂閱頻道，掌握健康醫療知識零時差 >> https://maac.io/1ffCR,Link,,,10/12/20, ,50873,50873,0,55742,55742,0,2090,1422,1585,4,4,52106,46878,0,0,1646,0,0,0,0,0,0,0,0,0,0
127628276929_10157208897461930,https://www.facebook.com/cwgroup/posts/10157208897461930,#Off學【作為一個偶像，我被「包裝」得太美好了嗎？】  出道以來，IU 努力扮演一個合格的偶像，歌唱實力和人氣讓她獲得「國民妹妹」的頭銜。  22歲，她遭遇了一次精神危機，只要受到矚目，臉就會變紅出汗、沒辦法唱歌，並且陷入自我懷疑︰「別人總說『年紀小小，做得很棒』，那麼以後如果把『年紀小小』這部分去掉，我還能不能獲得『做得很棒』的評價呢？」  她如何面對心理壓力，找回對舞台的熱愛？  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/12/20, ,24735,24735,0,26344,26344,0,601,535,568,5,5,23483,21992,0,0,498,0,0,0,0,0,0,0,0,0,0
127628276929_10157208772091930,https://www.facebook.com/cwgroup/posts/10157208772091930,【走過泡沫化危機，加密貨幣為何能東山再起？】 　 沉寂了好一陣子，加密貨幣重新躍上金融舞台，去中心化交易體系Uniswap，上線不到一年，日交易額已破11億美元。它如何幫用戶賺錢？有什麼特別的遊戲規則？  - 🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/12/20, ,10432,10432,0,11716,11716,0,115,105,122,3,3,10971,9758,0,0,108,0,0,0,0,0,0,0,0,0,0
127628276929_10157208826421930,https://www.facebook.com/cwgroup/posts/10157208826421930,◤周品均：我創造品牌，想做的不只是生意...◢ 她二十二歲創立年營收20億的服飾王國，你呢? 　 現任唯品風尚集團CEO的周品均， 大學還沒畢業就創辦了年營收20億的東京著衣。 　 雖然東京著衣後來因婚姻觸礁而拱手讓人， 但如今的她除了創立年收上億的服飾品牌Wstyle外， 還管理著86小舖、UNT及BeautyMaker等 五大品牌... ... 　 做為一位事業成功的女性 她如何在生活及工作間找到平衡? 　 讓我們一起來看看電商女王的成功故事👇 　 Wstyle UNT BeautyMaker 86小舖 beautyeasy_official #天下雜誌video,Video,,,10/12/20, ,168532,168532,0,196368,196368,0,8931,7779,10476,17,17,123300,109784,0,0,4469,3041,3096,0,0,64281,69553,0,0,13837,287616
127628276929_10157208897911930,https://www.facebook.com/cwgroup/posts/10157208897911930,【15分鐘收費近千元，北醫大線上諮詢為何能爆紅？】 　 新冠疫情讓病人不敢出門就醫，北醫大推出由正牌醫生待命的遠距諮詢服務，15分鐘29.99美元的收費，並不是太便宜，卻意外在歐美大受歡迎。 　 在未來，線上看醫生，不用去醫院排隊人擠人，會成為新潮流嗎？你願意線上看醫生嗎？,Link,,,10/12/20, ,32473,32473,0,36690,36690,0,867,710,777,3,3,34749,30772,0,0,776,0,0,0,0,0,0,0,0,0,0
127628276929_10157208872066930,https://www.facebook.com/cwgroup/posts/10157208872066930,【揭密超神奇職業　花錢請人誘惑自己的伴侶？？】 　 無奇不有的日本，最近冒出一陣「告別店」熱潮，你可以花錢雇用 #婚戀殺手，指派他們去勾引你的伴侶，甚至，是他們的婚外情對象。  - 📨免費訂閱《天下電子報》，每日關鍵新聞不漏接 >> https://bit.ly/3gezkXB,Link,,,10/12/20, ,26166,26166,0,29368,29368,0,819,785,867,3,3,27698,24628,0,0,776,0,0,0,0,0,0,0,0,0,0
127628276929_10157208888961930,https://www.facebook.com/cwgroup/posts/10157208888961930,【揭露立委集體收賄內幕！ 前經濟部官員直呼：大快人心！ 】 　 9月底，台北地檢署起訴立委收賄案，涉案的4位立委蘇震清、廖國棟、陳超明、趙正宇遭羈押禁見。 　 前經濟部政務官接受《天下》獨家專訪，揭露曾遭立委施壓的過往，並仔細描述立委集體收賄、施壓SOGO案的過程。 　 前太流董座不只給錢要立委喬事，還發出豪語，只要有人讓他拿下SOGO經營權，就要豪捐100億，讓尚未浮上檯面的人也躍躍欲試……   - 📣【支持真相，暢讀《天下》　新訂戶3個月只要$399】  立即訂閱 >> https://bit.ly/2yxJ7Yg,Link,,,10/12/20, ,39995,39995,0,43595,43595,0,1225,1102,1223,1,1,41199,37101,0,0,1145,0,0,0,0,0,0,0,0,0,0
127628276929_10157208795256930,https://www.facebook.com/cwgroup/posts/10157208795256930,【善用台灣人的身分優勢】#知道極限 　 25 歲就接任香港投資銀行的董事總經理、27 歲成為數字王國 CEO，謝安帶領一群美國人，從破產邊緣闖出一條新道路。 　 或許精準的戰略眼光，加上「不打傳統戰」，同時勇於在任何「不可能」的選項中冒險，就是他決勝的關鍵。 　 ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/12/20, ,58178,58178,0,62561,62561,0,1768,1569,1646,4,4,59042,54041,0,0,1612,0,0,0,0,0,0,0,0,0,0
127628276929_10157208794981930,https://www.facebook.com/cwgroup/posts/10157208794981930,投身教育的我們，人生彷彿充滿了各種理想。無怨無悔地陪伴孩子、設計各種課程遊戲、有時要當家長與小孩間的溝通橋樑，還要完成學校的各種例行作業。特別在人力缺乏的偏鄉，每個老師常常都是身兼多職。  然而，在我們這樣期待老師的時候，卻往往忽略：老師也是人，也有他們脆弱、惶惑、自我懷疑、面對生涯困境的時候。我們都要老師支持孩子，那麼，誰來支持老師呢？,Link,,,10/12/20, ,22619,22619,0,25458,25458,0,513,352,402,2,2,23892,21217,0,0,413,0,0,0,0,0,0,0,0,0,0
127628276929_10157208794046930,https://www.facebook.com/cwgroup/posts/10157208794046930,【這麼好的公司是哪家？】  這家公司運動就放健康假，座椅還全改成「椅界雙B」上萬元的人體工學椅。 「員工請病假，也是給全薪，那我們寧可他是健康的成本，而不是生病的成本，」 這家公司的員工福利從去年開始全面升級，「員工是企業最大資產」這句口號，他們怎麼實現？  #CSR,Link,,,10/12/20, ,39742,39742,0,43457,43457,0,1408,1335,1509,2,2,40857,36359,0,0,1301,0,0,0,0,0,0,0,0,0,0
127628276929_10157208401631930,https://www.facebook.com/cwgroup/posts/10157208401631930,#廣編企劃【那些課本沒說的事：未來孩子須具備的科技素養力！】  當單一學科知識已無法滿足未來人才需求，學校的教育如何蛻變，讓孩子擁有活用知識、解決問題的能力，進而成為終身學習者？  #新北市政府 #創新教育 #跨域實創教育廊帶 #D.School,Link,,,10/12/20, ,19306,19306,0,21267,21267,0,319,206,244,1,1,20094,18339,0,0,283,0,0,0,0,0,0,0,0,0,0
127628276929_10157208757686930,https://www.facebook.com/cwgroup/posts/10157208757686930,【未來城市 林智堅 專欄】：我把新竹打造成「#步行城市」，把整座城市都變設計展場。  新竹市是一座300年古城，魅力十足。  我常在想，「很多事情不做也不會被罵。」但是市府從來不是這個想法。  我想改變市民的生活，尤其是打造一座「步行城市」，讓城市更加友善。  今年新竹市主辦的 台灣設計展 Taiwan Design Expo，我們決定直接打破封閉的空間形式，將整座城市變成展場，順著城市的步行系統，讓大家走在其中、感受新竹的改變。  我們透過減法設計恢復園林水岸，重現新竹公園、新竹動物園昔日風華。 從道路到沿途城市景觀，步行城市計畫希望有如點點星光，一點一點照亮舊城區。  #未來城市  #台灣設計展 #政府美學 #新竹市 #智慧交通 #林智堅 #步行城市 #科技治理 #縣市首長,Link,,,10/12/20, ,59560,59560,0,63347,63347,0,2019,1586,1890,6,6,59944,56056,0,0,1855,0,0,0,0,0,0,0,0,0,0
127628276929_10157208544456930,https://www.facebook.com/cwgroup/posts/10157208544456930,"「學習歷程檔案」作為108課綱升學關鍵字，同時也引起最大的爭議，到底什麼是學習歷程？與備審資料有何不同？  升大學該如何準備？家長又該如何協助孩子呢？ 閱讀完整文章，帶您了解>>  閱讀完整文章：https://bit.ly/2GXxhee  深入了解108課綱素養教育：https://bit.ly/34zWfZE #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中""",Link,,,10/12/20, ,23880,23880,0,25683,25683,0,918,828,984,1,1,18084,16346,0,0,362,0,0,0,0,0,0,0,0,0,0
127628276929_10157207505101930,https://www.facebook.com/cwgroup/posts/10157207505101930,身價破千億台幣的他，名列《Forbes》2020年台灣10大富豪，最近一年還成功減重7公斤，他健康又富有的養生祕訣是什麼？,Link,,,10/11/20, ,121220,121220,0,130937,130937,0,13030,12720,14006,6,6,84676,75098,0,0,4434,0,0,0,0,0,0,0,0,0,0
127628276929_10157208538586930,https://www.facebook.com/cwgroup/posts/10157208538586930,【我們與世界的鴻溝，其實不是語言】 　 「為什麼亞洲人都這麼討厭大家？」一位英國女孩問我：「每一次拒絕融入大家的都是你們。」  相信時常旅行的人都不難發現：英語能力明顯相較低落的人，卻好像沒有融入人群的困難，而講中文的我們好像永遠待在自己的圈圈裡，而圈圈裡也只會有講中文的人。  我們用盡了青春歲月努力讀書工作，卻沒足夠機會學「社交」。問題出在哪？,Link,,,10/11/20, ,189642,189642,0,211087,211087,0,17581,17213,22144,18,19,75994,68165,0,0,2627,0,0,0,0,0,0,0,0,0,0
127628276929_10157208560766930,https://www.facebook.com/cwgroup/posts/10157208560766930,【跑步讓你成為更好的領導者】  如果你問熱愛跑步的人，愛上跑步的原因，他們的答案可能不只是保持身材。其他答案可能包含，跑步讓你思慮清晰、激發想法......這是真的嗎？  -- 📣【訂閱頻道看更多】  升級《天下》LINE 免費訂閱頻道，掌握健康醫療知識零時差 立即前往>> https://maac.io/1ffCR,Link,,,10/11/20, ,29102,29102,0,31526,31526,0,1196,958,1015,1,1,30019,27716,0,0,1043,0,0,0,0,0,0,0,0,0,0
127628276929_10157208538976930,https://www.facebook.com/cwgroup/posts/10157208538976930,【汎德掛牌飆漲　中籤幸運兒現賺12萬】  進口車商汎德今天正式掛牌上市，承銷價每股180元，開盤直接衝上300元，抽中的投資人一張現賺12萬元。  但是亞洲藏壽司也是先被看好，飆漲後的隔天就跌破百元，準新股在興櫃短期間的暴漲又暴跌，背後真相是？,Link,,,10/11/20, ,16338,16338,0,18186,18186,0,470,448,506,2,2,17078,15378,0,0,431,0,0,0,0,0,0,0,0,0,0
127628276929_10157208400991930,https://www.facebook.com/cwgroup/posts/10157208400991930,#廣編企劃 【智造未來，從數據先決引領轉型變革】  在全球持續壟罩著疫情的當下，推著台灣許多企業加速轉型，在危機之中帶來許多新機會； 因應多變的局勢及需求，企業對於數位轉型也更顯急迫。 新世代的智能生產更需融入IT智慧管理，以客戶為中心，按需而動、快速分析，迅速且彈性整合資源， 加速組織應變與產品創新，以因應未來趨勢變革，成為企業成長所面臨的關鍵共同課題。  立即線上觀看精彩內容，還有機會獲得口袋投影機 >> https://bit.ly/34oYZJ3  #delltechnologies #企業轉型 #數位轉型 #IT智慧管理,Link,,,10/11/20, ,9665,9665,0,10558,10558,0,59,49,51,2,2,9904,9017,0,0,58,0,0,0,0,0,0,0,0,0,0
127628276929_10157208520256930,https://www.facebook.com/cwgroup/posts/10157208520256930,【我們沒有其他路可以選！  當同業退出市場，這間鋼鐵廠為何能異軍突起？】 　 「鋼鐵業很保守，缺乏系統化，都是人治，」想要推動改變，並不容易。 　 但要管理北中南工廠那麼大的資料量，不可能全用人去記錄、管理，我們沒有其他路可以選。 　 即使面臨員工排斥反彈、不願配合轉型，鋼筋女王之子如何成功翻轉保守工廠？當同業相繼退出市場，為何這間鋼鐵廠還能讓營收創新高？  - 🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/11/20, ,16415,16415,0,17783,17783,0,335,317,329,2,2,16633,15057,0,0,306,0,0,0,0,0,0,0,0,0,0
127628276929_10157208448161930,https://www.facebook.com/cwgroup/posts/10157208448161930,【詹姆斯繳 #大三元 超狂成績，率湖人奪隊史第17冠】 　 在封王戰寫下28分、14籃板、10助攻的歷史紀錄，LeBron James帶領湖人捧起隊史第17座總冠軍，追平塞爾提克的NBA最多冠紀錄！ 　 在成為球場上的「小皇帝」、宰制NBA十多年以前，詹姆斯成長於一個單親家庭，過著在陌生人家沙發上求生的日子。但他始終感謝他的母親，對他的付出與保護，也讓他在功成名就後，持續不斷地回饋社會。  - 📣加入《天下》Telegram ，每日為您精選3則重要新聞  >> http://t.me/cwmagazine,Link,,,10/11/20, ,28554,28554,0,30664,30664,0,542,486,508,2,2,27726,25857,0,0,504,0,0,0,0,0,0,0,0,0,0
127628276929_10157197210966930,https://www.facebook.com/cwgroup/posts/10157197210966930,早熟且略帶憂鬱氣質，《返校》女主角王淨隱藏在陽光燦爛的笑容背後，經歷過父母離異、當小留學生、被同學孤立、看心理醫生種種多層次的人生。  然而這些經歷不只激發她出版了第一本作品《芭樂愛情》，鼓勵母親走出離婚陰霾，也正是她可以勝任方芮欣這樣高難度角色的充分條件......  -  👉 從人物看見深度，用好內容提升厚度。天下全閱讀，首次訂閱前3個月只要$399 >> https://lihi1.com/aS8jS,Link,,,10/11/20, ,34716,34716,0,36480,36480,0,858,792,814,2,2,34493,33002,0,0,804,0,0,0,0,0,0,0,0,0,0
127628276929_10157199855006930,https://www.facebook.com/cwgroup/posts/10157199855006930,【每天為自己設下１０個目標：相信我，３個月後你會感謝自己！】 　 每天１０個目標，有可能是看書、運動、寫文章…每天有些會是比較固定的，還會看到有趣的目標，如「不喝酒」、「感謝別人」或是只吃「一碗飯」，還有小到不行的目標「吃B群」。 　 每天我就用便利貼寫上１０個目標，然後完成就劃掉。１百天之後…,Link,,,10/11/20, ,13437,13437,0,14659,14659,0,498,429,462,1,1,13798,12369,0,0,461,0,0,0,0,0,0,0,0,0,0
127628276929_10157202622006930,https://www.facebook.com/cwgroup/posts/10157202622006930,#企業突圍【沒有這兩大特質，別隨便說自己是「領導者」！】  所謂天生的領導者，到底是具備了哪些特質？  過去數十年，有成千上萬的領導力書籍，都在講述如何讓人成為優秀的領導者。  事實上，在疫後複雜又高風險的環境中，領導者必須滿足的標準極高，但不論環境怎麼變，這兩件事依舊是關鍵...  - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/11/20, ,97271,97271,0,109466,109466,0,10755,10357,10942,3,3,31351,27878,0,0,1071,0,0,0,0,0,0,0,0,0,0
127628276929_10157207931891930,https://www.facebook.com/cwgroup/posts/10157207931891930,#天下財經週報 　 📌世界銀行與國際貨幣基金本週舉行年會，預估受到新冠肺炎疫情衝擊的2020年經濟可能沒那麼糟。 　 📌蘋果最新手機iPhone 12本週將正式發表，台廠蘋果供應鏈有望在第四季吃到大補丸。 　 📌中國晶圓代工龍頭中芯國際可能被美國制裁，台廠有望獲得轉單。,Link,,,10/11/20, ,11965,11965,0,13159,13159,0,172,116,126,3,3,11738,10384,0,0,154,0,0,0,0,0,0,0,0,0,0
127628276929_10157207491406930,https://www.facebook.com/cwgroup/posts/10157207491406930,這一次，顯然不一樣。  ＃新台幣  ＃台幣匯率  就算資金大匯出，新台幣還是強升不歇。這次是怎樣？,Link,,,10/11/20, ,69107,69107,0,74341,74341,0,4097,3834,4409,3,3,65908,60621,0,0,3397,0,0,0,0,0,0,0,0,0,0
127628276929_10157202590116930,https://www.facebook.com/cwgroup/posts/10157202590116930,◤美國華人第一家族  92歲船王的傳承哲學◢ 美國政、商壇都有他女兒的身影，連老布希都好奇他的教育方法 　 走過戰亂，趙錫成白手起家創辦福茂集團 是世界知名的華人船王。 　 比起成功的事業，趙錫成的6位千金更是各有成就。 大女兒趙小蘭是現任的美國運輸部長、 小女兒趙安吉則接下父母交下來的企業棒子， 就連美國前總統老布希都好奇他是如何教出6個學霸。   與小女兒共事23年，談到接班最困難的世代溝通 趙家的秘密武器是什麼？ 　 而作為華人移民，如何在美國找到自己立足之地？ --  訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF 　 #天下雜誌video,Video,,,10/11/20, ,106229,106229,0,118285,118285,0,3732,3324,4136,15,16,98573,88483,0,0,2946,1370,1405,0,0,41050,41055,0,0,14289,343316
127628276929_10157202969151930,https://www.facebook.com/cwgroup/posts/10157202969151930,漢聲出版發行人吳美雲曾經採訪修行大師沈默，寫成一本書《開心》，談到如何讓心充滿陽光、充滿愛。  沈默說，與其除草，還不如在心田，種滿鮮花。  讓田裡每個地方都開滿鮮花，雜草還有地方生根嗎？沈默說，人生是一個積極進取的過程，主動放入好東西，壞東西就沒處生長。,Link,,,10/11/20, ,40412,40412,0,44474,44474,0,1227,750,844,3,3,38544,35351,0,0,794,0,0,0,0,0,0,0,0,0,0
127628276929_10157206376471930,https://www.facebook.com/cwgroup/posts/10157206376471930,【頂尖選手如何靠睡眠修復？4招可以學】  許多世界頂尖選手睡眠時間都很長，如贏得20座大滿貫的費德勒、NBA球星小皇帝詹姆斯（Lebron James）據說每天都睡超過12小時。加州大學洛杉磯分校關於「選手與睡眠時間」的研究發現，「睡愈久，選手生命愈長」。,Link,,,10/11/20, ,42649,42649,0,46743,46743,0,1606,1472,1570,2,3,44173,40009,0,0,1472,0,0,0,0,0,0,0,0,0,0
127628276929_10157206375616930,https://www.facebook.com/cwgroup/posts/10157206375616930,【維持高效睡眠，頂尖選手放棄睡前4習慣】  專欄作家史托伯格（Brad Stulberg）為《戶外》雜誌採訪了40幾個世界級的運動選手，包括衝浪手、跑者、滑雪選手、單車手等，每個人都有自己的習慣，有人熱愛瑜珈，也有人從不伸展；有人吃純素，也有人愛吃紅肉；不過，有一件事大家都一樣。,Link,,,10/11/20, ,56187,56187,0,62017,62017,0,3527,3391,3500,3,3,58757,52785,0,0,3250,0,0,0,0,0,0,0,0,0,0
127628276929_10157202963071930,https://www.facebook.com/cwgroup/posts/10157202963071930,方向對了就不怕路長，有了目標夢想就不遠。找到並做自己擅長的事，你會更容易發光。  只要你有目標，整個世界都為你讓路！,Link,,,10/11/20, ,36843,36843,0,39335,39335,0,995,546,607,2,2,37025,34464,0,0,795,0,0,0,0,0,0,0,0,0,0
