文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
127628276929_10157210778841930,https://www.facebook.com/cwgroup/posts/10157210778841930,◤前外銀董事長管國霖：情感，撐不住長照負擔◢ ＃父母養我小_我養父母老－管國霖 　 為了照顧年邁的父親 前花旗銀行董座管國霖在50歲那年選擇退休， 他發現 #有錢都找不到一張給父親的病床... 　 當台灣不斷向高齡化社會邁進 而照護人員的流失率卻不斷增加， 長照資源已經變成重要的議題。 　 管國霖就以自身經歷談到台灣的長照現況... -- ✔訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF  　 衛生福利部  愛長照 ＃天下雜誌video,Video,,,10/13/20, ,108923,108923,0,118393,118393,0,3504,2937,3740,11,11,102275,93650,0,0,2807,1806,1806,0,0,35349,36553,0,0,11963,240064
127628276929_10157210971111930,https://www.facebook.com/cwgroup/posts/10157210971111930,🎉🎉【再傳好消息！ 《天下》獲頒 #2020台達能源與氣候特別獎】 　 近年氣候越變越怪，暖冬增加、高溫不斷飆破紀錄，全世界農產品大亂並且減量，首當其衝的就是農民的生計。 　 《天下》記者在酷熱下，跑遍荔枝、龍眼、烏魚子…等產地，爬梳受衝擊的八大農漁產品，找出面對氣候戰爭的應變之道，順利獲得評審青睞。 　 未來，台灣真的再也種不出荔枝、龍眼？  - 📣升級《天下》LINE，立享3日網站免費暢讀，再送$100折價券 https://maac.io/1ffB2,Link,,,10/13/20, ,28800,28800,0,30627,30627,0,616,508,527,1,1,27965,26012,0,0,559,0,0,0,0,0,0,0,0,0,0
127628276929_10157210982431930,https://www.facebook.com/cwgroup/posts/10157210982431930,【中央灑錢裝冷氣　立意良善但為何恐失敗？】 　 行政院長蘇貞昌在國會宣示，國中小「班班有冷氣」政策，要提前到2022年2月完成，比原先預訂時程，足足早了1年半。 　 這跟2022的縣市長選舉有關嗎？為何這項立意良善的政策，連民進黨自身立委也直言…… 　 - 📣加入《天下》Telegram ，每日為您精選3則重要新聞 >> http://t.me/cwmagazine,Link,,,10/13/20, ,26588,26588,0,29995,29995,0,1053,990,1084,6,6,28142,24868,0,0,955,0,0,0,0,0,0,0,0,0,0
127628276929_10157210883596930,https://www.facebook.com/cwgroup/posts/10157210883596930,【艾蜜莉的巴黎跟上時代了嗎？】#刻板印象與時代之風 　 美劇《艾蜜莉在巴黎》描述一名美國女子，誤打誤撞下跑到巴黎工作，碰上的一連串文化衝擊。 　 但此劇播出後，許多法國人表示不以為然，批評劇裡針對巴黎的描寫充滿陳腔濫調，但其實法國人對美國也有不少刻板印象？ 　 ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/13/20, ,19797,19797,0,21885,21885,0,386,359,386,1,1,20525,18704,0,0,357,0,0,0,0,0,0,0,0,0,0
127628276929_10157210867826930,https://www.facebook.com/cwgroup/posts/10157210867826930,10月13日凌晨，南鐵東移案最後3個拒遷戶遭到突襲強拆。多年來的抗爭，也因此被突然畫下句點。  當然，鐵路地下化有助減少闖入事故、紓解市區交通壓力、後續土地開發也有經濟利益，從這樣的角度看來，很容易覺得這一小群拒絕遷移的人是為了個人私利在妨礙都市發展。然而，居民生活與歷史文化脈絡在開發面前，難道真的就毫不重要？,Link,,,10/13/20, ,46748,46748,0,50389,50389,0,1756,1619,1901,2,2,46683,42653,0,0,1526,0,0,0,0,0,0,0,0,0,0
127628276929_10157210931046930,https://www.facebook.com/cwgroup/posts/10157210931046930,【就是這麼瘋狂力挺年輕人】CSR在天下 #U20國際青年論壇主持人  作家王文華寫過多本暢銷作品，他不只會寫作，也同時是社會企業的創辦人，熱愛行銷管理的他創辦了介紹創新創意案例的媒體—創新拿鐵，以及為企業做創新顧問的夢想學校。  他說，有權力的人，必須確保年輕人能享有跟上個世代同等機會。  這次受邀擔任「地球的新聲－逆轉氣候危機的青世代就是你！」U20國際青年論壇主持人，「CSR@天下」在論壇前專訪王文華，談他如何看待CSR與ESG、還有為環境挺身而出的年輕世代。  ★立即報名U20國際青年論壇：https://www.accupass.com/event/2008181159161991330712  #CSR #CSR天下 #企業社會責任 #U20國際青年論壇 #地球的新聲 #王文華 #ESG #若水 #社會企業 #責任投資,Link,,,10/13/20, ,35294,35294,0,38511,38511,0,615,517,556,3,3,36243,33260,0,0,557,0,0,0,0,0,0,0,0,0,0
127628276929_10157210146626930,https://www.facebook.com/cwgroup/posts/10157210146626930,法語、德語、日語、英語、西班牙語……，在亞都麗緻服務將近40年的前台資深經理林守芬流利轉換7國語言，親切地服務來自各國的貴賓。  沒留學、不補習，商科出身的她，靠著自學，從「英語不通」到擁有7種語言力，她是怎麼辦到的？,Link,,,10/13/20, ,18315,18315,0,19801,19801,0,619,580,585,3,3,18077,16945,0,0,524,0,0,0,0,0,0,0,0,0,0
127628276929_10157210634606930,https://www.facebook.com/cwgroup/posts/10157210634606930,#廣編企劃  在實踐永續的路上始終不停歇，玉山持續聚焦金融的核心價值，回歸顧客需求的本質，期許在每一次的永續挑戰中，找到創新與再成長的機會。  玉山的服務範疇，影響一個人的食衣住行育樂，包括他從小到大的存款、消費、購屋置產到投資，如何提供更好的服務，是玉山持續關注的焦點  #玉山銀行 #永續 #綠色金融 #創新,Link,,,10/13/20, ,8802,8802,0,9963,9963,0,65,42,48,2,2,9308,8175,0,0,51,0,0,0,0,0,0,0,0,0,0
127628276929_10157210864866930,https://www.facebook.com/cwgroup/posts/10157210864866930,【全台灣最美最強衛生所】  南迴公路上的 #台東縣大武鄉衛生所  因粉色外觀吸引遊客目光，被台東鄉親譽為 #最美衛生所，也成為南迴線新的打卡景點。 高雄醫學大學附設中和紀念醫院院長鍾飲文說，大武衛生所啓用前已創下全國衛生所首例利用大腸鏡發現大腸癌確診個案。 除了外觀好看，還有什麼特點，讓它被譽為 #全台最強衛生所 ？  #未來城市 #智慧醫療 #台東 #大武鄉 #衛生所 #南迴,Link,,,10/13/20, ,31873,31873,0,33574,33574,0,669,321,364,2,2,31576,29909,0,0,576,0,0,0,0,0,0,0,0,0,0
127628276929_10157210656746930,https://www.facebook.com/cwgroup/posts/10157210656746930,【素養教育－怎麼開始？怎麼評量？】  被列為世界上最幸福的國家-芬蘭，在教育上也居世界前列，早在25年前就出現過素養教育思維！為什麼芬蘭特別重視素養？芬蘭素養教育又怎麼開始，怎麼評量？  深度了解素養教育，您也可以為孩子打造素養學習環境，聽聽教母級人物怎麼說>>  👉閱讀完整文章：https://bit.ly/3nJM3X7 👉深入了解108課綱素養教育：https://bit.ly/34zWfZE  #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Photo,,,10/13/20, ,28129,28129,0,30586,30586,0,531,428,526,0,0,27795,25140,0,0,461,0,0,0,0,0,0,0,0,0,0
127628276929_10157210633516930,https://www.facebook.com/cwgroup/posts/10157210633516930,【2020天下教育特刊】#未來人才需要的素養是?  今年就讀大四的陳子涵，大學生活總穿梭在台南的街頭巷尾、長照機構。與長者用餐、訪談，已成為她的日常。  同樣是大四學生的湯若綺，在宜蘭的稻田間與農友討論，要放掉田裡的水時，如何打造一條讓魚蝦游出田中，不至於缺水而死的「魚路」？  一個關心長照，一個專注農業，研究領域看似無關的兩人，卻同樣來自成功大學全校不分系學士學位學程。  隨著科技的進步，企業對「人才」的定義再也不同。過去的「知識工作者」已無法應付今日所需，取而代之的是跨領域、動手做、發揮創意和解決問題的「自學者」。他們充滿熱情，敢於嘗試、勇於顛覆，最重要是不怕失敗。  而父母能如何幫助孩子培養未來企業需要的能力？  ★ 幫你的小孩搶先取得未來先機↘↘ https://bit.ly/2Iom33o  #教育特刊 #108課綱 #未來人才素養,Photo,,,10/12/20, ,22618,22618,0,24393,24393,0,253,220,261,0,0,22861,20842,0,0,228,0,0,0,0,0,0,0,0,0,0
127628276929_10157210678856930,https://www.facebook.com/cwgroup/posts/10157210678856930,【浮誇的價格就算打對折，也還是浮誇！】  暢貨中心outlet的折扣固然吸引人，但並不是所有東西都是好貨。,Link,,,10/12/20, ,362398,362398,0,394838,394838,0,71600,71408,78211,13,13,45739,39952,0,0,3538,0,0,0,0,0,0,0,0,0,0
127628276929_10157210688986930,https://www.facebook.com/cwgroup/posts/10157210688986930,【如何正確排除體內濕氣？】 　 許多人會將運動視為排除濕氣的解方，甚至是提升運動強度、大量排汗，加速去除體內濕氣，但這麼做容易引發皮膚問題。 　 如何正確排除體內濕氣？聽聽中醫怎麼說。,Link,,,10/12/20, ,40117,40117,0,44596,44596,0,2273,2202,2387,5,5,42025,37667,0,0,2124,0,0,0,0,0,0,0,0,0,0
127628276929_10157210674466930,https://www.facebook.com/cwgroup/posts/10157210674466930,【台積電花15天完成填息，創每季配息以來最長的一次】  台積最近利多消息頻傳，股價再度來到歷史高價區，法人認為有機會再創新高，至於這個價位的台積電還能不能買？這幾個衡量指標先看看→  👉下載天下雜誌App，上百支音頻節目隨你聽 >> https://bit.ly/2Q7USu2,Link,,,10/12/20, ,20742,20742,0,23300,23300,0,809,716,835,2,2,18740,16700,0,0,479,0,0,0,0,0,0,0,0,0,0
127628276929_10157208907106930,https://www.facebook.com/cwgroup/posts/10157208907106930,#廣編企劃 【老總來了！台灣第一個知識影音平台】  面對詭譎多變的未來，兩岸知名投資銀行家、藍濤亞洲總裁黃齊元，化身「改變博士（Dr. Change）」，創辦全球華人知識影音平台「智門」  在每週四的直播節目中，「黑天鵝學院」單元邀請重量級意見領袖進行對談，希望協助台灣人了解世界大事的脈動，並分享戰略思維，引領台灣改變思維，邁向學習型社會。  #智門SmartGate #黃齊元 #知識影平台 #黑天鵝學院,Link,,,10/12/20, ,12450,12450,0,13887,13887,0,167,131,142,2,2,13032,11578,0,0,148,0,0,0,0,0,0,0,0,0,0
127628276929_10157210442481930,https://www.facebook.com/cwgroup/posts/10157210442481930,【世上沒有一定贏或輸的人生抉擇，敢於不同，更需支持】  高一下學期必然會經歷過選組抉擇，也一定聽過不少師長可能因為希望孩子們有更多選擇，建議讀第三類組。  但是選了文組還選數B的學生就沒救了嗎？老師認為，「如果數學不是關鍵科目，或孩子真的沒有興趣，那就多花時間在其他課業或活動上，這是孩子們經過思考的結果，是她們勇敢的抉擇，絕非逃避。」  🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/12/20, ,146124,146124,0,153033,153033,0,9892,9184,10984,6,6,72639,68924,0,0,2101,0,0,0,0,0,0,0,0,0,0
127628276929_10157210498921930,https://www.facebook.com/cwgroup/posts/10157210498921930,【中國軍力不斷壯大，推高了美軍參戰的成本】  最新消息指出，川普將推動對台軍售3項武器，此舉可能會激怒中國，加上中國近日動作頻頻，台海情勢緊張。如果中國主動出兵，美國會出手助台嗎？  📌下載天下雜誌App，上百支音頻節目隨你聽 >> https://bit.ly/2Q7USu2,Link,,,10/12/20, ,37764,37764,0,41866,41866,0,2141,2011,2450,7,7,37620,33498,0,0,1915,0,0,0,0,0,0,0,0,0,0
127628276929_10157209035791930,https://www.facebook.com/cwgroup/posts/10157209035791930,疫情造成全球大封鎖，但Netflix卻在逆勢中快速成長。不但訂戶數在半年內大增2600萬，股價也大漲近四成，市值甚至一度超越百年老店迪士尼。 　 這間20年前曾考慮賣給百視達的公司，如何透過好的企業文化與人才管理方法，成為全球影音串流霸主？ 　 👉 企業成長的秘訣，來自不斷學習成長。天下全閱讀，提供你汲取知識的管道。首次訂閱前3個月只要$399 >> https://lihi1.com/aS8jS,Link,,,10/12/20, ,18527,18527,0,20599,20599,0,323,280,329,3,3,19219,17159,0,0,296,0,0,0,0,0,0,0,0,0,0
127628276929_10157210408191930,https://www.facebook.com/cwgroup/posts/10157210408191930,【什麼樣的理論，讓一家公司在競標會上省下360億？】  今年獲得諾貝爾經濟學獎的威爾森，被他的學生笑稱是「諾貝爾獎王朝的族長」，師徒4人接連獲獎。  今年他們翻新了拍賣理論、設計新拍賣形式，已獲得多國政府採納。被譽為當今經濟學界最偉大的理論學家的理論，到底多厲害？  👉免費訂閱《天下電子報》，每日關鍵新聞不漏接 >> https://bit.ly/3gezkXB,Link,,,10/12/20, ,19510,19510,0,21418,21418,0,628,577,611,4,4,18056,16523,0,0,463,0,0,0,0,0,0,0,0,0,0
127628276929_10157208552926930,https://www.facebook.com/cwgroup/posts/10157208552926930,【該以房養老還是賣房養老？】  台灣快速老年化，退休現金流不夠，只有留下自己居住的不動產，這樣的案例很多。許多人都想問，以房養老和房貸差異是什麼？以房養老每月實領遞減，還要考量3大費用👉,Link,,,10/12/20, ,32643,32643,0,34753,34753,0,1275,1193,1355,1,1,32575,30470,0,0,1169,0,0,0,0,0,0,0,0,0,0
127628276929_10157209449316930,https://www.facebook.com/cwgroup/posts/10157209449316930,#企業突圍【全球最大間的星巴克，藏有什麼祕密？】  剛開門沒多久，號碼牌已經抽到4081號，消費者寧可等上3小時，也要喝上一杯咖啡。這間旗艦級的星巴克在哪裡？它究竟有什麼特別的魔力，讓消費者排再久也要朝聖？ 　 - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/12/20, ,16143,16143,0,17506,17506,0,479,425,448,1,1,15997,14445,0,0,426,0,0,0,0,0,0,0,0,0,0
127628276929_10157210095646930,https://www.facebook.com/cwgroup/posts/10157210095646930,#今日熱文【大社石化業者西進中國　半導體、光電關鍵原料能運回台灣嗎？】 　 在中國積極招商下，大社石化業者在福建古雷半島默默布局了3年，今年起將陸續開花結果。 　 但是，在中國生產、對於半導體與光電產業至關重要的石化原料，能運回台灣嗎？兩岸合作模式的規則是什麼？如果大社石化業者被關廠，對台灣產業的衝擊又有多大？ 　 【加入《天下》Telegram ，每日早晨直送國內外重要新聞】 點擊連結👉 http://t.me/cwmagazine,Link,,,10/12/20, ,20962,20962,0,23149,23149,0,384,313,355,2,2,21084,18696,0,0,343,0,0,0,0,0,0,0,0,0,0
127628276929_10157210062376930,https://www.facebook.com/cwgroup/posts/10157210062376930,庫克出名的一點，是他會一連問十次一模一樣的問題；但他也懂得沈默的力量。庫克不說話的威力，一向比賈伯斯罵髒話更強大。  固定出席會議的人發誓，絕對不要讓庫克問第三次「為什麼」。,Link,,,10/12/20, ,67334,67334,0,73966,73966,0,4478,4291,4750,3,3,56394,51442,0,0,2730,0,0,0,0,0,0,0,0,0,0
127628276929_10157210036601930,https://www.facebook.com/cwgroup/posts/10157210036601930,#天下晨間新聞　  蘋果迎接多年來最重要的一場發表會，市場先表態，讓蘋果股價創下7月底以來最佳單日表現。國安基金退場了唷，207天的護盤，賺了2.1億元。,Link,,,10/12/20, ,23453,23453,0,24888,24888,0,675,473,496,2,2,17068,15431,0,0,323,0,0,0,0,0,0,0,0,0,0
127628276929_10157208878111930,https://www.facebook.com/cwgroup/posts/10157208878111930,◤專做吃力不討好的工作 這個幫派致力改善飲食環境◢ Q：吃火鍋除了加高麗菜以外，你還會加什麼呢？ 　 農民的高麗菜變得很賤價時，其實跟你吃火鍋都只加高麗菜有關—Cookmania飲食幫派成員 　　 六個料理人在聚餐閒聊時 無意間發現台灣餐飲市場不僅缺乏食材多樣性 每年更製造高達上億的食物浪費... 　　 因此他們組成了一個跨界合作餐飲社群「Cookmania」， 希望可以改變台灣的餐飲環境！ 　 #一個人做不動的時候_那就一群人來做 　 他們是如何讓原本只有六人的幫派 變成有兩千人搶著「入幫」呢? 讓我們一起來看看Cookmania飲食幫派的故事👇 　 #天下雜誌video Cookmania,Video,,,10/12/20, ,33682,33682,0,38065,38065,0,649,553,649,4,4,34661,31147,0,0,568,194,201,0,0,10360,10478,0,0,6854,223722
127628276929_10157208493191930,https://www.facebook.com/cwgroup/posts/10157208493191930,【死亡，是每個人都必須面對的真相】 　 在19歲的時候，我被確診罹患罕見疾病，最壞的情況會癱瘓。那時醫生告訴我：回去做想做的事情吧！因為無藥可醫。 　 從那一刻起，我開始思考人生的兩個課題。更深刻地體會到，思考死亡、面對死亡，讓人更明白怎麼活，才能死而無憾。 　 因此我不僅希望每個人都可以善終，更希望每個人在意識清醒平安健康時，對你愛的人說一聲：「謝謝你的照顧，謝謝你如此愛著我，我也好愛你。」,Link,,,10/12/20, ,125049,125049,0,134618,134618,0,5865,4408,5083,7,7,127938,117339,0,0,5191,0,0,0,0,0,0,0,0,0,0
127628276929_10157208927746930,https://www.facebook.com/cwgroup/posts/10157208927746930,#夜間輕讀【改變一團混亂的生活，第一步要「調整作息」】  陶晶瑩的時間管理，結婚後才開始。年輕單身的時候，她幾乎沒什麼時間管理的概念，也沒感覺有此需要。除了謹守「上班不遲到」的原則外，其餘時間都是自己的。  絕對自由的狀態，到有家、有小孩後開始改變，再加上要兼顧工作，她突然驚覺：如果不學會管理時間，生活便會陷入兵荒馬亂。於是，她決定改變自己的作息，而最重要的是，「知道自己的優先順序，就不會迷惘。」  -- ▌升級《天下》LINE，立享3日網站免費暢讀，再送$100折價券 https://maac.io/1ffB2,Link,,,10/12/20, ,78743,78743,0,86972,86972,0,2630,2204,2292,8,8,82509,74629,0,0,2444,0,0,0,0,0,0,0,0,0,0
127628276929_10157208840301930,https://www.facebook.com/cwgroup/posts/10157208840301930,【為了自己，再勇敢一點點】 　 「你不是父母的續集，也不是子女的前傳，更不是朋友的番外篇。」遺憾的是，有許多人始終活在他人的期待下，該找什麼工作、該什麼時候結婚…… 　 在這些人身上，我們很少聽見誰能驕傲的說，自己在做真心喜歡的事，太多人都在抱怨，然後拿一堆藉口搪塞自己。但你這一生要努力的，就是活成自己喜歡的樣子而已。,Link,,,10/12/20, ,216971,216971,0,240662,240662,0,17229,9275,10700,5,5,117443,104285,0,0,4848,0,0,0,0,0,0,0,0,0,0
127628276929_10157208490496930,https://www.facebook.com/cwgroup/posts/10157208490496930,有這樣的主管，你真的很幸福～  最受尊敬、最受喜愛的領導者會展現的5種正面行為；如果你有這樣的領導者，或許就不該離職。,Link,,,10/12/20, ,396807,396807,0,446237,446237,0,72430,71304,82069,22,22,64848,57016,0,0,4135,0,0,0,0,0,0,0,0,0,0
127628276929_10157208761091930,https://www.facebook.com/cwgroup/posts/10157208761091930,【最新研究證實　瑜伽有超多意想不到的好處？】 　 做瑜伽好處多多，不只能紓解痠痛、延緩老化，現在專家研究發現，練習瑜伽還能 #預防失智、#增進EQ表現！不僅如此，瑜伽還有這些神奇魔力…… 　 - 📣升級《天下》LINE，即可免費訂閱頻道，掌握健康醫療知識零時差 >> https://maac.io/1ffCR,Link,,,10/12/20, ,50873,50873,0,55734,55734,0,2090,1422,1583,4,4,52104,46878,0,0,1646,0,0,0,0,0,0,0,0,0,0
127628276929_10157208897461930,https://www.facebook.com/cwgroup/posts/10157208897461930,#Off學【作為一個偶像，我被「包裝」得太美好了嗎？】  出道以來，IU 努力扮演一個合格的偶像，歌唱實力和人氣讓她獲得「國民妹妹」的頭銜。  22歲，她遭遇了一次精神危機，只要受到矚目，臉就會變紅出汗、沒辦法唱歌，並且陷入自我懷疑︰「別人總說『年紀小小，做得很棒』，那麼以後如果把『年紀小小』這部分去掉，我還能不能獲得『做得很棒』的評價呢？」  她如何面對心理壓力，找回對舞台的熱愛？  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/12/20, ,24735,24735,0,26344,26344,0,601,535,567,5,5,23483,21992,0,0,498,0,0,0,0,0,0,0,0,0,0
127628276929_10157208772091930,https://www.facebook.com/cwgroup/posts/10157208772091930,【走過泡沫化危機，加密貨幣為何能東山再起？】 　 沉寂了好一陣子，加密貨幣重新躍上金融舞台，去中心化交易體系Uniswap，上線不到一年，日交易額已破11億美元。它如何幫用戶賺錢？有什麼特別的遊戲規則？  - 🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/12/20, ,10432,10432,0,11716,11716,0,116,106,121,3,3,10971,9758,0,0,109,0,0,0,0,0,0,0,0,0,0
127628276929_10157208826421930,https://www.facebook.com/cwgroup/posts/10157208826421930,◤周品均：我創造品牌，想做的不只是生意...◢ 她二十二歲創立年營收20億的服飾王國，你呢? 　 現任唯品風尚集團CEO的周品均， 大學還沒畢業就創辦了年營收20億的東京著衣。 　 雖然東京著衣後來因婚姻觸礁而拱手讓人， 但如今的她除了創立年收上億的服飾品牌Wstyle外， 還管理著86小舖、UNT及BeautyMaker等 五大品牌... ... 　 做為一位事業成功的女性 她如何在生活及工作間找到平衡? 　 讓我們一起來看看電商女王的成功故事👇 　 Wstyle UNT BeautyMaker 86小舖 beautyeasy_official #天下雜誌video,Video,,,10/12/20, ,167847,167847,0,195202,195202,0,8886,7742,10427,17,17,123084,109659,0,0,4469,3006,3059,0,0,63737,68899,0,0,13830,287616
127628276929_10157208897911930,https://www.facebook.com/cwgroup/posts/10157208897911930,【15分鐘收費近千元，北醫大線上諮詢為何能爆紅？】 　 新冠疫情讓病人不敢出門就醫，北醫大推出由正牌醫生待命的遠距諮詢服務，15分鐘29.99美元的收費，並不是太便宜，卻意外在歐美大受歡迎。 　 在未來，線上看醫生，不用去醫院排隊人擠人，會成為新潮流嗎？你願意線上看醫生嗎？,Link,,,10/12/20, ,32473,32473,0,36692,36692,0,867,710,776,3,3,34750,30772,0,0,776,0,0,0,0,0,0,0,0,0,0
127628276929_10157208872066930,https://www.facebook.com/cwgroup/posts/10157208872066930,【揭密超神奇職業　花錢請人誘惑自己的伴侶？？】 　 無奇不有的日本，最近冒出一陣「告別店」熱潮，你可以花錢雇用 #婚戀殺手，指派他們去勾引你的伴侶，甚至，是他們的婚外情對象。  - 📨免費訂閱《天下電子報》，每日關鍵新聞不漏接 >> https://bit.ly/3gezkXB,Link,,,10/12/20, ,26166,26166,0,29370,29370,0,819,785,866,3,3,27700,24628,0,0,776,0,0,0,0,0,0,0,0,0,0
127628276929_10157208888961930,https://www.facebook.com/cwgroup/posts/10157208888961930,【揭露立委集體收賄內幕！ 前經濟部官員直呼：大快人心！ 】 　 9月底，台北地檢署起訴立委收賄案，涉案的4位立委蘇震清、廖國棟、陳超明、趙正宇遭羈押禁見。 　 前經濟部政務官接受《天下》獨家專訪，揭露曾遭立委施壓的過往，並仔細描述立委集體收賄、施壓SOGO案的過程。 　 前太流董座不只給錢要立委喬事，還發出豪語，只要有人讓他拿下SOGO經營權，就要豪捐100億，讓尚未浮上檯面的人也躍躍欲試……   - 📣【支持真相，暢讀《天下》　新訂戶3個月只要$399】  立即訂閱 >> https://bit.ly/2yxJ7Yg,Link,,,10/12/20, ,39995,39995,0,43595,43595,0,1225,1102,1223,1,1,41199,37101,0,0,1145,0,0,0,0,0,0,0,0,0,0
127628276929_10157208795256930,https://www.facebook.com/cwgroup/posts/10157208795256930,【善用台灣人的身分優勢】#知道極限 　 25 歲就接任香港投資銀行的董事總經理、27 歲成為數字王國 CEO，謝安帶領一群美國人，從破產邊緣闖出一條新道路。 　 或許精準的戰略眼光，加上「不打傳統戰」，同時勇於在任何「不可能」的選項中冒險，就是他決勝的關鍵。 　 ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/12/20, ,58178,58178,0,62565,62565,0,1768,1569,1647,4,4,59046,54041,0,0,1612,0,0,0,0,0,0,0,0,0,0
127628276929_10157208794981930,https://www.facebook.com/cwgroup/posts/10157208794981930,投身教育的我們，人生彷彿充滿了各種理想。無怨無悔地陪伴孩子、設計各種課程遊戲、有時要當家長與小孩間的溝通橋樑，還要完成學校的各種例行作業。特別在人力缺乏的偏鄉，每個老師常常都是身兼多職。  然而，在我們這樣期待老師的時候，卻往往忽略：老師也是人，也有他們脆弱、惶惑、自我懷疑、面對生涯困境的時候。我們都要老師支持孩子，那麼，誰來支持老師呢？,Link,,,10/12/20, ,22619,22619,0,25459,25459,0,513,352,401,2,2,23893,21217,0,0,413,0,0,0,0,0,0,0,0,0,0
127628276929_10157208794046930,https://www.facebook.com/cwgroup/posts/10157208794046930,【這麼好的公司是哪家？】  這家公司運動就放健康假，座椅還全改成「椅界雙B」上萬元的人體工學椅。 「員工請病假，也是給全薪，那我們寧可他是健康的成本，而不是生病的成本，」 這家公司的員工福利從去年開始全面升級，「員工是企業最大資產」這句口號，他們怎麼實現？  #CSR,Link,,,10/12/20, ,39742,39742,0,43459,43459,0,1408,1335,1510,2,2,40859,36359,0,0,1301,0,0,0,0,0,0,0,0,0,0
127628276929_10157208401631930,https://www.facebook.com/cwgroup/posts/10157208401631930,#廣編企劃【那些課本沒說的事：未來孩子須具備的科技素養力！】  當單一學科知識已無法滿足未來人才需求，學校的教育如何蛻變，讓孩子擁有活用知識、解決問題的能力，進而成為終身學習者？  #新北市政府 #創新教育 #跨域實創教育廊帶 #D.School,Link,,,10/12/20, ,19306,19306,0,21266,21266,0,319,207,244,1,1,20094,18339,0,0,283,0,0,0,0,0,0,0,0,0,0
